d.kode_rs,d.nama_rs,d.nama_prop,d.kelas,d.pemilik,d.akreditasi
8107021,RS Umum Daerah Bula,MALUKU,C,Pemkab,Lulus Perdana
8105019,RS Umum Daerah Cendrawasih Dobo,MALUKU,D,Pemkab,Lulus Perdana
8103053,RS Umum Daerah dr. Ishak Umarella,MALUKU,C,Pemprop,Tingkat Dasar
8103042,RS Umum Masohi,MALUKU,C,Pemkab,Lulus Perdana
8103020,RSUD Kab. Buru,MALUKU,D,Pemkab,Lulus Perdana
8103016,RS Umum Saparua,MALUKU,D,Pemkab,Lulus Perdana
8101026,RS Hati Kudus Langgur,MALUKU,D,Organisasi Katholik,Tingkat Madya
8101015,RS Umum Karel Sadsuitubun,MALUKU,C,Pemkab,Tingkat Dasar
7604012,RS Umum Daerah Kabupaten Mamuju,SULAWESI BARAT,C,Pemkab,Lulus Perdana
7602044,RS Umum Daerah Polewali,SULAWESI BARAT,C,Pemkab,Tingkat Paripurna
7601011,RS Umum Daerah Kabupaten Majene,SULAWESI BARAT,C,Pemkab,Lulus Perdana
7571010,RS Umum Daerah Prof Dr. H. Aloei Saboe,GORONTALO,B,Pemkot,Tingkat Paripurna
7503045,RS Umum Daerah Bumi Panua,GORONTALO,C,Pemkab,Lulus Perdana
7501043,RS Umum Daerah Tani dan Nelayan,GORONTALO,C,Pemkab,Tingkat Madya
7504032,RS Umum Daerah Toto Kabila,GORONTALO,C,Pemkab,Tingkat Madya
7502033,RS Umum Daerah dr. M. Mohammad Dunda,GORONTALO,B,Pemkab,Tingkat Paripurna
7404034, RS Umum Daerah H.M.Djafar Harun,SULAWESI TENGGARA,C,Pemkab,Lulus Perdana
7404012,RS Benyamin Guluh Kolaka,SULAWESI TENGGARA,C,Pemkab,Lulus Perdana
7403114,RS Umum Daerah Konawe Selatan,SULAWESI TENGGARA,C,Pemkab,Lulus Perdana
7471092, RS Umum Daerah Kota Kendari,SULAWESI TENGGARA,C,Pemkot,Lulus Perdana
7471070,RS Bhayangkara Kendari,SULAWESI TENGGARA,C,POLRI,Lulus Perdana
7471066, RS  Jiwa Kendari,SULAWESI TENGGARA,B,Pemprop,Tingkat Utama
7471044, RS Santa Anna,SULAWESI TENGGARA,C,Organisasi Sosial,Tingkat Madya
7403033,RS Tk.IV Dr. R Ismoyo Kendari,SULAWESI TENGGARA,C,TNI AD,Tingkat Utama
7403022,RS Umum Daerah Konawe,SULAWESI TENGGARA,C,Pemkab,Tingkat Paripurna
7471011,RS Bahteramas Provinsi Sultra,SULAWESI TENGGARA,B,Pemprop,Tingkat Paripurna
7402010,RS Umum Daerah Raha,SULAWESI TENGGARA,C,Pemkab,Lulus Perdana
7401038,RS Umum Daerah Kabupaten Buton,SULAWESI TENGGARA,C,Pemkab,Tingkat Madya
7472016,RS Umum Daerah Kota Bau Bau,SULAWESI TENGGARA,C,Pemkot,Tingkat Madya
7372075,RS Umum Daerah Andi Makkasau Parepare,SULAWESI SELATAN,B,Pemkot,Tingkat Madya
7372031,RS Tk IV 07.07.03 Dr. Sumantri,SULAWESI SELATAN,C,TNI AD,Tingkat Utama
7372020, RS Fatima Pare-Pare,SULAWESI SELATAN,C,Organisasi Sosial,Lulus Perdana
7371395,RS Umum Daerah Daya Kota Makassar,SULAWESI SELATAN,B,Pemkot,Tingkat Paripurna
7371373, RS Grestelina,SULAWESI SELATAN,B,Organisasi Sosial,Tingkat Madya
7371362, RS Umum Daerah Haji Makassar,SULAWESI SELATAN,B,Pemprop,Tingkat Paripurna
7371351, RS Umum Luramay,SULAWESI SELATAN,D,Organisasi Sosial,Tingkat Dasar
7371340,RS Ibnu Sina Makassar,SULAWESI SELATAN,B,Organisasi Sosial,Tingkat Paripurna
7371325,RSUP Dr. Wahidin Sudirohusodo,SULAWESI SELATAN,A,Kemkes ,Tingkat Paripurna
7371314,"RS Dr. Tadjuddin Chalid, MPH",SULAWESI SELATAN,B,Kemkes ,Tingkat Paripurna
7371293, RS Islam Faisal,SULAWESI SELATAN,B,Organisasi Islam ,Tingkat Utama
7371256,RS Khusus Daerah Ibu dan Anak Siti Fatimah,SULAWESI SELATAN,B,Pemprop,Tingkat Utama
7371191, RS Ibu dan Anak Sitti Khadijah 1 Muhammadiyah,SULAWESI SELATAN,C,Organisasi Islam ,Lulus Perdana
7371180, RS Ibu dan Anak Sentosa,SULAWESI SELATAN,C,Organisasi Sosial,Lulus Perdana
7371176, RS Bersalin Elim Makassar,SULAWESI SELATAN,C,Organisasi Sosial,Tingkat Madya
7371096,RS Khusus Daerah Dadi,SULAWESI SELATAN,A,Pemprop,Tingkat Utama
7371074,RS AL Jala Ammari Makassar,SULAWESI SELATAN,C,TNI AL,Tingkat Utama
7371063, RS Stella Maris,SULAWESI SELATAN,B,Organisasi Sosial,Tingkat Paripurna
7371052, RS Akademis Jaury,SULAWESI SELATAN,B,Organisasi Sosial,Tingkat Paripurna
7371041, RS Kepolisian Bhayangkara,SULAWESI SELATAN,B,POLRI,Tingkat Paripurna
7371030, RS Tk.II Pelamonia,SULAWESI SELATAN,B,TNI AD,Tingkat Paripurna
7371026, RS Umum Daerah Labuang Baji,SULAWESI SELATAN,B,Pemprop,Tingkat Dasar
7325016, RS Umum Daerah I Lagaligo,SULAWESI SELATAN,C,Pemkab,Tingkat Paripurna
7318054, RS Umum Daerah Lakipadada,SULAWESI SELATAN,C,Pemkab,Tingkat Utama
7318021, RS Fatima Makale,SULAWESI SELATAN,C,Organisasi Sosial,Tingkat Madya
7373064, RS At - Medika,SULAWESI SELATAN,C,Organisasi Sosial,Tingkat Madya
7317053, RS Umum Daerah Andi Djemma Masamba,SULAWESI SELATAN,C,Pemkab,Tingkat Paripurna
7317020, RS Umum Inco Sorowako,SULAWESI SELATAN,C,Perusahaan,Tingkat Utama
7373016, RS Umum Daerah Sawerigading,SULAWESI SELATAN,B,Pemkot,Tingkat Madya
7316015, RS Umum Daerah Massenrempulu Enrekang,SULAWESI SELATAN,C,Pemkab,Lulus Perdana
7315014, RS Umum Daerah Lasinrang Pinrang,SULAWESI SELATAN,C,Pemkab,Tingkat Paripurna
7314024,RS Umum Daerah Arifin Numang,SULAWESI SELATAN,C,Pemkab,Tingkat Paripurna
7314013, RS Umum Daerah Nene Mallomo,SULAWESI SELATAN,C,Pemkab,Tingkat Utama
7313012, RS Umum Daerah Lamaddukkelleng Kabupaten Wajo,SULAWESI SELATAN,C,Pemkab,Tingkat Utama
7312011,RS Umum Daerah Latemmamala Soppeng,SULAWESI SELATAN,C,Pemkab,Tingkat Paripurna
7311010, RS Umum Daerah Barru,SULAWESI SELATAN,C,Pemkab,Lulus Perdana
7310016,RS Umum Batara Siang,SULAWESI SELATAN,C,Pemkab,Tingkat Paripurna
7309016, RS Umum Daerah Salewangang Maros,SULAWESI SELATAN,C,Pemkab,Tingkat Paripurna
7308041, RS Umum Daerah Tenriawaru Bone,SULAWESI SELATAN,B,Pemkab,Tingkat Paripurna
7308026, RS Tk.IV DR. M. Yasin Bone,SULAWESI SELATAN,C,TNI AD,Lulus Perdana
7307014, RS Umum Daerah Kabupaten Sinjai,SULAWESI SELATAN,C,Pemkab,Tingkat Paripurna
7306046, RS Umum Daerah Syehk Yusuf Gowa,SULAWESI SELATAN,B,Pemkab,Tingkat Paripurna
7305012,RS Umum Daerah H. Padjonga Dg. Ngalle Takalar,SULAWESI SELATAN,C,Pemkab,Tingkat Utama
7304011, RS Umum Daerah Lanto Daeng Pasewang,SULAWESI SELATAN,C,Pemkab,Tingkat Dasar
7303010, RS Umum Daerah Prof.Dr.H.M. Anwar Makkatutu ,SULAWESI SELATAN,C,Pemkab,Tingkat Paripurna
7302016,RS Umum Daerah H.A. Sulthan Daeng Radja,SULAWESI SELATAN,B,Pemkab,Tingkat Paripurna
7301015, RS Umum Daerah K.H. Hayyung Kepulauan Selayar,SULAWESI SELATAN,C,Pemkab,Lulus Perdana
7271116,RS Ibu dan Anak Tinatapura,SULAWESI TENGAH,C,Organisasi Sosial,Lulus Perdana
7271095,RS Budi Agung Palu,SULAWESI TENGAH,C,Organisasi Sosial,Tingkat Paripurna
7271051,RS Umum Daerah Madani Palu,SULAWESI TENGAH,C,Pemprop,Tingkat Madya
7271040,RS Woodward,SULAWESI TENGAH,C,Organisasi Sosial,Tingkat Utama
7271036,RS Umum Anutapura Palu,SULAWESI TENGAH,B,Pemkot,Tingkat Paripurna
7271025,RS TK.IV Wirabuana Palu,SULAWESI TENGAH,C,TNI AD,Tingkat Madya
7271014,RS Umum Daerah Undata Palu,SULAWESI TENGAH,B,Pemprop,Tingkat Utama
7207013,RS Umum Daerah Buol,SULAWESI TENGAH,C,Pemkab,Lulus Perdana
7206012,RS Umum  Mokopido Toli-Toli,SULAWESI TENGAH,C,Pemkab,Tingkat Utama
7205022,RS Umum Daerah Kabelota,SULAWESI TENGAH,C,Pemkab,Lulus Perdana
7208011,RS Umum Daerah Anuntaloko Parigi,SULAWESI TENGAH,B,Pemkab,Tingkat Utama
7204043,RS GKST Tentena,SULAWESI TENGAH,D,Organisasi Sosial,Lulus Perdana
7209032,RS Umum Daerah Ampana,SULAWESI TENGAH,C,Pemkab,Tingkat Madya
7204010,RS Umum Daerah Poso,SULAWESI TENGAH,C,Pemkab,Tingkat Madya
7203016,RS Umum Daerah Morowali,SULAWESI TENGAH,C,Pemkab,Lulus Perdana
7202015,RS Umum Daerah Kabupaten Banggai ,SULAWESI TENGAH,C,Pemkab,Tingkat Madya
7172036,RS Umum Daerah Bitung,SULAWESI UTARA,C,Pemprop,Tingkat Utama
7172025,Rumkital dr. Wahyu Slamet Bitung,SULAWESI UTARA,D,TNI AL,Lulus Perdana
7172014,RS Budi Mulia Bitung,SULAWESI UTARA,C,Organisasi Katholik,Tingkat Madya
7171083,RS Advent Manado,SULAWESI UTARA,C,Organisasi Sosial,Tingkat Utama
7171072, RS Permata Bunda,SULAWESI UTARA,C,Organisasi Sosial,Lulus Perdana
7171061,RS Bhayangkara Manado,SULAWESI UTARA,C,POLRI,Tingkat Paripurna
7171050,RS Pancaran Kasih,SULAWESI UTARA,C,Organisasi Protestan,Tingkat Madya
7171024,RS TK. II R. W. Mongisidi,SULAWESI UTARA,C,TNI AD,Tingkat Paripurna
7171013,RSUP Prof. Dr. R. D. Kandou,SULAWESI UTARA,A,Kemkes ,Tingkat Paripurna
7103026, RS Bergerak Kab.Kep.Sitaro,SULAWESI UTARA,D,Pemkab,Lulus Perdana
7103015, RS Umum Liun Kendage,SULAWESI UTARA,C,Pemkab,Tingkat Dasar
7102120, RS Umum Noongan,SULAWESI UTARA,C,Pemprop,Tingkat Dasar
7105116,RS Kalooran,SULAWESI UTARA,C,Organisasi Protestan,Tingkat Utama
7102095, RS  Tonsea,SULAWESI UTARA,D,Organisasi Protestan,Lulus Perdana
7105084, RS Cantia Tompasobaru,SULAWESI UTARA,D,Organisasi Katholik,Lulus Perdana
7102073, RS  Budi Setia,SULAWESI UTARA,D,Organisasi Sosial,Lulus Perdana
7102062,RS Hermana,SULAWESI UTARA,C,Organisasi Katholik,Lulus Perdana
7173051, RS  Gunung Maria,SULAWESI UTARA,C,Organisasi Katholik,Tingkat Paripurna
7102040,RS Siloam GMIM Sonder,SULAWESI UTARA,D,Organisasi Protestan,Lulus Perdana
7173036, RS Bethesda GMIM Tomohon,SULAWESI UTARA,C,Organisasi Protestan,Tingkat Dasar
7102014, RS Umum Dr.Sam Ratulangi,SULAWESI UTARA,C,Pemkab,Tingkat Utama
7174024,RS Monompia,SULAWESI UTARA,C,Organisasi Protestan,Lulus Perdana
6474032,RS Umum Daerah Taman Husada,KALIMANTAN TIMUR,B,Pemkot,Tingkat Paripurna
6474021,RS Pupuk Kaltim,KALIMANTAN TIMUR,C,SWASTA/ LAINNYA,Tingkat Paripurna
6474010,RS LNG Badak,KALIMANTAN TIMUR,D,SWASTA/ LAINNYA,Lulus Perdana
6473042,RS AL Ilyas Tarakan,KALIMANTAN UTARA,D,TNI AL,Lulus Perdana
6473016,RS Umum Daerah Tarakan,KALIMANTAN UTARA,B,Pemprop,Tingkat Paripurna
6472118,RS Umum Daerah Inche Abdoel Moeis,KALIMANTAN TIMUR,C,Pemkot,Tingkat Madya
6472096,RS Umum Bhakti Nugraha,KALIMANTAN TIMUR,D,Organisasi Sosial,Lulus Perdana
6472063,RS Jiwa Atma Husada Mahakam,KALIMANTAN TIMUR,A,Pemprop,Tingkat Utama
6472052,RS Ibu dan Anak  Aisyiyah Samarinda,KALIMANTAN TIMUR,C,Organisasi Sosial,Lulus Perdana
6472041,RS Umum Tk. IV Samarinda,KALIMANTAN TIMUR,D,TNI AD,Lulus Perdana
6472030,RS Umum Dirgahayu,KALIMANTAN TIMUR,C,Organisasi Sosial,Tingkat Paripurna
6472015,RS Umum Daerah Abdul Wahab Sjahranie,KALIMANTAN TIMUR,B,Pemprop,Tingkat Paripurna
6471062,RS Ibu dan Anak Sayang Ibu,KALIMANTAN TIMUR,C,Pemkot,Tingkat Paripurna
6471051, RS  Restu Ibu,KALIMANTAN TIMUR,C,Organisasi Sosial,Tingkat Utama
6471036,RS Tk.II Dr R Hardjanto,KALIMANTAN TIMUR,B,TNI AD,Tingkat Paripurna
6471025,RS  Pertamina Balikpapan,KALIMANTAN TIMUR,C,BUMN,Tingkat Paripurna
6471014, RS Umum Daerah Dr. Kanujoso Djatiwibowo,KALIMANTAN TIMUR,B,Pemprop,Tingkat Paripurna
6409036,RS Umum Daerah Ratu Aji Putri Botung,KALIMANTAN TIMUR,C,Pemkab,Tingkat Paripurna
6408025,RS Umum Daerah Kabupaten Nunukan,KALIMANTAN UTARA,C,Pemkab,Tingkat Paripurna
6408014,RS Bergerak Langap Kab. Malinau,KALIMANTAN UTARA,D,Pemkab,Tingkat Dasar
6405011,RS Umum Daerah Dr. Abdul Rivai,KALIMANTAN TIMUR,C,Pemkab,Tingkat Utama
6404032,RS Umum Daerah Kudungga,KALIMANTAN TIMUR,B,Pemkab,Tingkat Madya
6404021,RS Umum Daerah Tanjung Selor,KALIMANTAN UTARA,C,Pemkab,Tingkat Madya
6403052,RS Umum Daerah Aji Batara Agung Dewa Sakti,KALIMANTAN TIMUR,C,Pemkab,Tingkat Paripurna
6402041,RS Umum Daerah Harapan Insan Sendawar,KALIMANTAN TIMUR,C,Pemkab,Tingkat Madya
6403015,RS Umum Daerah Aji Muhammad Parikesit,KALIMANTAN TIMUR,B,Pemkab,Tingkat Paripurna
6401014,RS Umum Daerah Panglima Sebaya,KALIMANTAN TIMUR,C,Pemkab,Tingkat Paripurna
6372014,RS Umum Daerah Idaman Banjarbaru,KALIMANTAN SELATAN,C,Pemkot,Tingkat Utama
6371152,RS Bhayangkara Tk. III Banjarmasin,KALIMANTAN SELATAN,C,POLRI,Tingkat Paripurna
6371141, RS TNI-AU Tk.IV Syamsudin Noor,KALIMANTAN SELATAN,C,TNI AU,Lulus Perdana
6371130,RS Khusus Bedah Banjarmasin Siaga,KALIMANTAN SELATAN,B,SWASTA/ LAINNYA,Tingkat Madya
6371094,RS Umum Sari Mulia,KALIMANTAN SELATAN,C,Organisasi Sosial,Tingkat Paripurna
6371072,RS Umum Daerah Dr. H. Moch. Ansari Saleh,KALIMANTAN SELATAN,B,Pemprop,Tingkat Paripurna
6371050,RS Tk.III Dr. R.Soeharsono,KALIMANTAN SELATAN,C,TNI AD,Tingkat Paripurna
6371046,RS Islam Banjarmasin,KALIMANTAN SELATAN,C,Organisasi Islam ,Lulus Perdana
6371024,RS Umum Suaka Insan,KALIMANTAN SELATAN,C,Organisasi Sosial,Tingkat Paripurna
6371013,RS Umum Daerah Ulin Banjarmasin,KALIMANTAN SELATAN,A,Pemprop,Tingkat Paripurna
6310015,RS Umum Daerah dr. H. Andi Abdurrahman Noor,KALIMANTAN SELATAN,C,Pemkab,Tingkat Paripurna
6309025,RS Umum Pertamina Tanjung,KALIMANTAN SELATAN,C,BUMN,Tingkat Paripurna
6309014, RS Umum Daerah H. Badaruddin Kasim,KALIMANTAN SELATAN,C,Pemkab,Lulus Perdana
6308013,RS Umum Daerah Pambalah Batung,KALIMANTAN SELATAN,C,Pemkab,Tingkat Paripurna
6307012,RS Umum Daerah  H Damanhuri Barabai,KALIMANTAN SELATAN,C,Pemkab,Tingkat Utama
6306011,RS Umum Daerah Brigjed H. Hasan Basry Kandangan,KALIMANTAN SELATAN,B,Pemkab,Tingkat Paripurna
6305010,RS Umum Daerah Datu Sanggul Rantau,KALIMANTAN SELATAN,C,Pemkab,Tingkat Madya
6304020,RS Umum Daerah  H. Abdul Aziz Marabahan,KALIMANTAN SELATAN,C,Pemkab,Lulus Perdana
6304016,RS Jiwa Sambang Lihum,KALIMANTAN SELATAN,A,Pemprop,Tingkat Paripurna
6303026,RS Umum Danau Salak,KALIMANTAN SELATAN,D,BUMN,Lulus Perdana
6303015,RS Umum Daerah Ratu Zalecha,KALIMANTAN SELATAN,B,Pemkab,Tingkat Utama
6302014,RS Umum Daerah Kabupaten Kotabaru,KALIMANTAN SELATAN,C,Pemkab,Lulus Perdana
6301013,RS Umum Daerah H. Boejasin Pelaihari,KALIMANTAN SELATAN,C,Pemkab,Tingkat Madya
6271023,RS Tk.IV Palangkaraya,KALIMANTAN TENGAH,D,TNI AD,Lulus Perdana
6271012,RS Umum Daerah Dr Doris Sylvanus Palangka Raya,KALIMANTAN TENGAH,B,Pemprop,Tingkat Paripurna
6210015, RS Umum Daerah Pulang Pisau,KALIMANTAN TENGAH,C,Pemkab,Tingkat Utama
6208014, RS Umum Daerah Kuala Pembuang,KALIMANTAN TENGAH,C,Pemkab,Tingkat Utama
6207012,RS Umum Daerah Kabupaten Lamandau,KALIMANTAN TENGAH,C,Pemkab,Lulus Perdana
6207033, RS Umum Daerah Sukamara,KALIMANTAN TENGAH,C,Pemkab,Lulus Perdana
6213022, RS Umum Daerah Puruk Cahu,KALIMANTAN TENGAH,C,Pemkab,Tingkat Paripurna
6205011, RS Umum Daerah Muara Teweh,KALIMANTAN TENGAH,C,Pemkab,Lulus Perdana
6212020,RS Umum Daerah Tamiang Layang,KALIMANTAN TENGAH,C,Pemkab,Lulus Perdana
6204016,RS Umum Daerah Jaraga Sasameh,KALIMANTAN TENGAH,C,Pemkab,Tingkat Paripurna
6211026,RS Umum Daerah Kuala Kurun,KALIMANTAN TENGAH,C,Pemkab,Tingkat Utama
6203015, RS Umum Daerah Dr H Soemarno S,KALIMANTAN TENGAH,C,Pemkab,Tingkat Madya
6209024, RS Umum Daerah  Mas Amsyar Kasongan,KALIMANTAN TENGAH,C,Pemkab,Lulus Perdana
6202013, RS Umum Daerah Dr Murjani Sampit,KALIMANTAN TENGAH,B,Pemkab,Tingkat Dasar
6201012,RS Umum Daerah Sultan Imanuddin,KALIMANTAN TENGAH,B,Pemkab,Tingkat Paripurna
6112135,RS Angkatan Udara dr. Mohammad Sutomo,KALIMANTAN BARAT,C,TNI AU,Lulus Perdana
6171113,RS Islam Yarsi Pontianak,KALIMANTAN BARAT,C,Organisasi Islam ,Tingkat Paripurna
6171044,RS Jiwa Daerah Sei Bangkong Pontianak,KALIMANTAN BARAT,B,Pemprop,Tingkat Madya
6171033,RS Umum St. Antonius Pontianak,KALIMANTAN BARAT,B,Organisasi Sosial,Tingkat Paripurna
6171022,RS Tk.II Kartika Husada Kes.Dam XII Tanjungpura,KALIMANTAN BARAT,C,TNI AD,Tingkat Paripurna
6171011,RS Umum Daerah Dr. Soedarso Pontianak,KALIMANTAN BARAT,B,Pemprop,Tingkat Paripurna
6110012,RS Umum Daerah Kabupaten Melawi,KALIMANTAN BARAT,C,Pemkab,Lulus Perdana
6109012,RS Umum Daerah Kabupaten Sekadau,KALIMANTAN BARAT,C,Pemkab,Tingkat Utama
6108011,RS Umum Daerah dr. A. Diponegoro Putussibau,KALIMANTAN BARAT,C,Pemkab,Tingkat Utama
6107010,RS Umum Daerah Ade Muhammad Djoen Sintang ,KALIMANTAN BARAT,C,Pemkab,Tingkat Dasar
6106020,RS Fatima Ketapang,KALIMANTAN BARAT,C,Organisasi Katholik,Tingkat Paripurna
6106016,RS Umum Daerah Dr. Agoesdjam Ketapang,KALIMANTAN BARAT,C,Pemkab,Tingkat Utama
6105026,RS Parindu,KALIMANTAN BARAT,C,Perusahaan,Lulus Perdana
6105015,RS Umum Daerah M. Th. Djaman Sanggau,KALIMANTAN BARAT,C,Pemkab,Lulus Perdana
6104014,RS Umum Daerah Dr. Rubini Mempawah,KALIMANTAN BARAT,C,Pemkab,Tingkat Paripurna
6103013,RS Umum Daerah Kabupaten Landak,KALIMANTAN BARAT,C,Pemkab,Tingkat Paripurna
6102012,RS Umum Daerah Bengkayang,KALIMANTAN BARAT,C,Pemkab,Tingkat Madya
6101135,RS Santa Elizabeth,KALIMANTAN BARAT,D,Organisasi Katholik,Lulus Perdana
6172124,RS Umum Harapan Bersama Singkawang,KALIMANTAN BARAT,C,Perusahaan,Tingkat Dasar
6172113,RS Umum Santo Vincentius Singkawang,KALIMANTAN BARAT,C,Organisasi Katholik,Tingkat Utama
6172070,RS Kusta Alverno Singkawang,KALIMANTAN BARAT,C,Organisasi Sosial,Lulus Perdana
6172066,RS Jiwa Provinsi Kalimantan Barat,KALIMANTAN BARAT,B,Pemprop,Tingkat Madya
6102055,RS Umum Bethesda Serukam,KALIMANTAN BARAT,C,Organisasi Protestan,Tingkat Madya
6172044,RS Tk. IV 12.07.01 Singkawang,KALIMANTAN BARAT,D,TNI AD,Lulus Perdana
6101033,RS Umum Daerah Pemangkat,KALIMANTAN BARAT,C,Pemkab,Tingkat Utama
6101022,RS Umum Daerah Sambas,KALIMANTAN BARAT,C,Pemkab,Tingkat Utama
6172011,RS Umum Daerah Dr. Abdul Aziz Singkawang,KALIMANTAN BARAT,B,Pemkot,Tingkat Paripurna
5303033, RS Bhayangkara,NUSA TENGGARA TIMUR,C,POLRI,Lulus Perdana
5303022, RS Tk.IV Wirasakti Kupang,NUSA TENGGARA TIMUR,C,TNI AD,Tingkat Madya
5371011, RS Umum Prof Dr WZ Johanes,NUSA TENGGARA TIMUR,B,Pemprop,Tingkat Paripurna
5313026, RS  ST Rafael Cancar,NUSA TENGGARA TIMUR,D,Organisasi Katholik,Lulus Perdana
5313015,RS Umum Daerah dr. Ben Mboi Ruteng,NUSA TENGGARA TIMUR,C,Pemkab,Tingkat Utama
5312014, RS Umum Bajawa,NUSA TENGGARA TIMUR,C,Pemkab,Tingkat Paripurna
5311024, RS St Antonius Jopu,NUSA TENGGARA TIMUR,D,Organisasi Katholik,Tingkat Madya
5311013, RS Umum Daerah Ende,NUSA TENGGARA TIMUR,C,Pemkab,Tingkat Madya
5310023, RS St Elizabeth Lela,NUSA TENGGARA TIMUR,D,Organisasi Katholik,Tingkat Utama
5310012, RS Umum Dr TC Hillers Maumere,NUSA TENGGARA TIMUR,C,Pemkab,Tingkat Madya
5308045, RS Umum Daerah Lewoleba,NUSA TENGGARA TIMUR,C,Pemkab,Lulus Perdana
5309034,RS Damian Lembata,NUSA TENGGARA TIMUR,D,Organisasi Katholik,Lulus Perdana
5308023, RS  Bukit Lewoleba,NUSA TENGGARA TIMUR,D,Organisasi Katholik,Lulus Perdana
5309012,Rumah Sakit Umum Daerah dr. Hendrikus Fernandez La,NUSA TENGGARA TIMUR,C,Pemkab,Lulus Perdana
5307010,RS Umum Daerah Kalabahi,NUSA TENGGARA TIMUR,C,Pemkab,Lulus Perdana
5306042,RS Umum Penyangga Perbatasan Betun,NUSA TENGGARA TIMUR,C,Pemkab,Tingkat Paripurna
5306031, RS Sito Husada,NUSA TENGGARA TIMUR,D,Organisasi Sosial,Lulus Perdana
5306020,RS Katholik Marianum Halilulik,NUSA TENGGARA TIMUR,D,Organisasi Sosial,Lulus Perdana
5306016, RS Umum Daerah MGR Gabriel Manek,NUSA TENGGARA TIMUR,C,Pemkab,Tingkat Madya
5305015,RS Umum Daerah Kefamenanu,NUSA TENGGARA TIMUR,C,Pemkab,Lulus Perdana
5304014,RS Umum Soe,NUSA TENGGARA TIMUR,C,Pemkab,Lulus Perdana
5302034, RS Umum Imanuel Sumba,NUSA TENGGARA TIMUR,D,Organisasi Sosial,Lulus Perdana
5302023,RS Umum Daerah Waingapu,NUSA TENGGARA TIMUR,C,Pemkab,Tingkat Paripurna
5302012, RS Kristen Lindimara,NUSA TENGGARA TIMUR,D,Organisasi Sosial,Tingkat Utama
5301033, RS Umum Waikabubak,NUSA TENGGARA TIMUR,C,Pemkab,Tingkat Utama
5301022, RS  Karitas Weetabula,NUSA TENGGARA TIMUR,D,Organisasi Sosial,Tingkat Madya
5301011,RS Kristen Lende Moripa,NUSA TENGGARA TIMUR,D,Organisasi Sosial,Lulus Perdana
5271076,RS Risa Sentra Medika,NUSA TENGGARA BARAT,C,SWASTA/ LAINNYA,Tingkat Paripurna
5271065,RS Bhayangkara Mataram,NUSA TENGGARA BARAT,C,POLRI,Lulus Perdana
5271054,RS Jiwa Mutiara Sukma,NUSA TENGGARA BARAT,B,Pemprop,Tingkat Utama
5271043,RS Umum Khatolik Saint Antonius  Ampenan,NUSA TENGGARA BARAT,D,Organisasi Katholik,Lulus Perdana
5271032,RS Islam Siti Hajar,NUSA TENGGARA BARAT,C,Organisasi Islam ,Lulus Perdana
5271021,RS Angkatan Darat REM Wira Bhakti Mataram,NUSA TENGGARA BARAT,D,TNI AD,Tingkat Dasar
5271010,RS Umum Daerah NTB,NUSA TENGGARA BARAT,B,Pemprop,Tingkat Paripurna
5206015,RS Umum Bima,NUSA TENGGARA BARAT,C,Pemkab,Lulus Perdana
5205014,RS Umum Dompu,NUSA TENGGARA BARAT,C,Pemkab,Tingkat Dasar
5204013,RS Umum Sumbawa Besar,NUSA TENGGARA BARAT,C,Pemkab,Tingkat Madya
5203012,RS Umum Dr. R. Sudjono,NUSA TENGGARA BARAT,C,Pemkab,Tingkat Paripurna
5202022,RS Islam Yatofa,NUSA TENGGARA BARAT,D,Organisasi Islam ,Lulus Perdana
5202011,RS Umum Praya,NUSA TENGGARA BARAT,C,Pemkab,Tingkat Madya
5201010,RS Umum Daerah Patut Patuh Patju,NUSA TENGGARA BARAT,C,Pemkab,Tingkat Paripurna
5171215,RS Ibu dan Anak Puri Bunda,BALI,C,SWASTA/ LAINNYA,Tingkat Paripurna
5171203,RS Umum Balimed,BALI,C,SWASTA/ LAINNYA,Tingkat Paripurna
5171192,RS Umum Prima Medika,BALI,C,SWASTA/ LAINNYA,Tingkat Paripurna
5171170,RS Umum Graha Asih,BALI,D,Organisasi Sosial,Lulus Perdana
5171166,RS Ibu dan Anak Harapan Bunda,BALI,C,Perusahaan,Lulus Perdana
5171155,RS Umum Bhakti Rahayu,BALI,D,Organisasi Sosial,Tingkat Paripurna
5171133,RS Umum Puri Raharja,BALI,C,Organisasi Sosial,Tingkat Paripurna
5171122,RS Umum Dharma Yadnya,BALI,C,Organisasi Hindu,Tingkat Dasar
5171111,RS Umum Kasih Ibu,BALI,C,Organisasi Sosial,Tingkat Paripurna
5171086,RS Umum Surya Husadha,BALI,C,Organisasi Sosial,Tingkat Paripurna
5171064,RS Khusus Mata Bali Mandara,BALI,A,Pemprop,Tingkat Paripurna
5171031,RS TK. II  Udayana,BALI,C,TNI AD,Tingkat Utama
5171020,RS Umum Daerah Wangaya,BALI,B,Pemkot,Tingkat Paripurna
5171016,RSUP Sanglah,BALI,A,Kemkes ,Tingkat Paripurna
5108042,RS umum Karya Dharma Husada,BALI,D,Organisasi Sosial,Lulus Perdana
5108031,RS Umum Kertha Usadha,BALI,C,Organisasi Hindu,Tingkat Utama
5108020,RS Tk.IV Singaraja,BALI,D,TNI AD,Tingkat Madya
5108016,RS Umum Daerah Kab. Buleleng,BALI,B,Pemkab,Tingkat Paripurna
